Sub-region,Management Area,Stream_Number,StreamName,STAT_AREA_NAME,AWC_CODE,LATITUDE,LONGITUDE,Watershed_ID,Watershed_km2,mean_flow,CV_flow,Stream_spans_2_WSheds,Scenario_A,Scenario_B,Notes,Triple-checked
NSE Inside,Petersburg,110-16-002,Portage Bay Head,Schooner Is/Big Creek/Portage Bay,110-16-10030,56.92956031,-133.2873921,9167,7,0.27,0.6,,X,,,X
SSE,Ketchikan,101-71-063,Portage Creek-Behm Canal,Walker Cove/Chichamin,101-71-10630,55.7496597,-131.0987744,6783,102,9.38,0.58,,X,,,X
SSE,Ketchikan,103-25-030,Portage Creek-Sulzer Passage,Hetta Inlet/Sukkwan Strait,103-25-10300,55.27541241,-132.5418116,3354,105,9.08,0.48,,,X,Same WShed as Deer Creek,X
NSE Inside,Juneau,111-33-010,Prospect Creek,Speel Arm,111-33-10100,58.04737466,-133.806306,11795,42,2.7,0.6,,X,,,X
NSE Inside,Petersburg,110-22-006,Pybus Bay Head,Pybus Bay,110-22-10060,57.39543175,-134.1918679,9850,17,0.62,0.55,,X,,,X
NSE Inside,Petersburg,110-22-008,Pybus Bay Main Arm,Pybus Bay,110-22-10080,57.38948787,-134.2021507,9834,15,0.84,0.47,,X,,,X
SSE,Ketchikan,101-30-005,Quadra Creek,Boca De Quadra,101-30-10050,55.11291501,-130.886102,"4164, 4083",61,4.85,0.6,X,X,,,X
SSE,Petersburg,106-30-004,Quiet Harbor,Steamer Bay/Kindergarten/Quiet Harbor,106-30-10040,56.22690323,-132.6630289,NA,NA,NA,NA,NA,NA,NA,,X
NSE Inside,Sitka,112-21-006,Ralphs Creek,Kelp Bay,112-21-10060,57.328229,-135.021535,9404,33,3.16,0.47,,X,,,X
SSE,Petersburg,106-10-010,Ratz Harbor Creek,Ratz Harbor Shore,106-10-10100,55.88597595,-132.6052216,"5871, 5909",48,3.86,0.58,X,X,,,X
SSE,Petersburg,106-41-030,Red Bay Creek,Sumner Strait/Pt Baker/Macnamara,106-41-10300,56.27196273,-133.3335688,7283,117,8.75,0.5,,,X,,X
NSE Inside,Sitka,109-20-016,Red Bluff Bay S Head,Red Bluff Area,109-20-10160,56.86738833,-134.8092563,8340,122,13.74,0.44,,X,,,X
SSE,Ketchikan,101-55-083,Red Creek,Smeaton Bay,101-55-10870,55.28739538,-130.8318823,4889,22,1.24,0.6,,,X,Same WShed as Skull Creek,X
SSE,Petersburg,105-31-025,Reid Bay N Arm E,Reid Bay/No Name Bay/Point Barrie,105-31-10250,56.4034995,-133.9180491,7105,15,0.83,0.56,,X,,,X
SSE,Petersburg,105-31-029,Reid Bay SW Arm Head,Reid Bay/No Name Bay/Point Barrie,105-31-10290,56.37545213,-133.932461,7035,6,0.22,0.52,,X,,,X
SSE,Petersburg,105-31-027,Reid Bay West Side,Reid Bay/No Name Bay/Point Barrie,105-31-10270,56.38464395,-133.9184354,7065,5,0.21,0.56,,X,,,X
NSE Inside,Petersburg,110-31-004,Roberts Island Creek,Fanshaw/Foot Is/CAA Station/Windham Bl,110-31-10030,57.28737625,-133.4803472,9852,20,1.03,0.57,,X,,,X
NSE Inside,Juneau,112-15-062,Robinson Creek,South Lynn Canal,112-15-10620,58.380675,-135.07881,12231,64,5.87,0.58,,X,,,X
SSE,Ketchikan,102-60-037,Rock Creek,Kasaan Bay,102-60-10370,55.31484345,-132.4680108,4147,192,16.94,0.46,,,X,"Same WShed as 142F Creek, Cabin Creek-Polk Inlet, Dog Salmon Creek-Kasaan Bay, and Goose Bay Creek",X
NSE Inside,Petersburg,110-31-001,Rockpile Creek Stephens,Fanshaw/Foot Is/CAA Station/Windham Bl,110-31-10010,57.51020241,-133.5098915,"10300, 10253",13,0.46,0.55,X,X,,,X
NSE Inside,Sitka,113-54-007,Rodman Creek,Rodman Bay,113-54-10070,57.43484876,-135.3961254,9473,69,6.73,0.5,,X,,,X
SSE,Ketchikan,103-30-046,Rose Inlet,Kaigani Strait,103-30-10460,54.95193121,-132.9814465,"2224, 2208",18,1.17,0.53,X,X,,,X
NSE Inside,Petersburg,109-52-008,Rowan Bay E Head,Rowan Bay and Bay of Pillars,109-52-10080,56.67535091,-134.2300525,8058,36,2.57,0.52,,X,,Same Rowan Creek and Rowan Creek SE Head,X
NSE Inside,Petersburg,109-52-004,Rowan Bay NW Side,Rowan Bay and Bay of Pillars,109-52-10040,56.66443434,-134.268462,8056,88,6.29,0.5,,,X,Same WShed as Rowan Creek (8056) and Wanigan Creek,X
NSE Inside,Petersburg,109-52-009,Rowan Bay SE Head,Rowan Bay and Bay of Pillars,109-52-10088,56.67006008,-134.2172226,8058,36,2.57,0.52,,,X,Same WShed as Rowan Creek and Rowan Bay E Head,X
NSE Inside,Petersburg,109-52-007,Rowan Creek,Rowan Bay and Bay of Pillars,109-52-10060,56.688163,-134.23378,"8056, 8058",124,8.86,0.52,X,,X,"Same WShed as Rowan Bay E Head (8058),Rowan Bay SE Head (8058), Rowan Bay NW Side (8056), and Wanigan Creek (8056)",X
NSE Inside,Juneau,112-42-032,Rudy Creek,Tenakee Springs,112-42-10320,57.73258728,-135.2474134,10169,17,1.48,0.51,,X,,,X
SSE,Ketchikan,101-60-015,Rudyerd Creek,Rudyerd Bay,101-60-10150,55.66244424,-130.6394309,6625,401,38.99,0.61,,,X,"Same WShed as Walker Cove L Head, Walker Cove R Head, and Walker Creek",X
NSE Outside,Sitka,113-72-004,Rust Creek,Klag Bay,113-72-10040-2019,57.6335577,-135.9970884,9643,39,3.1,0.43,,,X,Same WShed as Sister Lake SE Head,X
NSE Inside,Petersburg,110-34-003,Rusty River,Port Houghton,110-34-10030,57.37120786,-133.0684086,10096,309,23.03,0.57,,,X,Same WShed as Glen Creek,X
NSE Inside,Juneau,114-50-012,S Anchor Bight Creek,Port Althorp,114-50-10120,58.14471355,-136.2673037,10862,10,0.57,0.47,,,X,Same WShed as Anchor Bight Creek,X
SSE,Petersburg,107-10-072,S Etolin Island East,Union Bay/Emerald Bay/S Ernest Sound,107-10-10740,55.93333419,-132.2535916,6395,8,0.59,0.57,,,X,Same WShed as Chum Creek S Etolin Mid and Kudays Creek S Etolin,X
SSE,Ketchikan,102-60-007,S Head Saltery Cove Creek,Kasaan Bay,102-60-10070,55.39861718,-132.3273432,4114,10,0.64,0.53,,,X,Same 2nd WShed as Saltery Cove Creek,X
NSE Inside,Juneau,111-20-031,S of Midway Point,South Glass Peninsula,111-20-10310,57.71874694,-133.8951131,10658,10,0.44,0.59,,X,,,X
NSE Inside,Juneau,111-20-038,S of Pt. Glass Penn,South Glass Peninsula,111-20-10380,57.77951774,-133.9088288,10875,19,0.74,0.59,,X,,,X
SSE,Ketchikan,103-80-050,S of Salt Lake Bay,St Phillips/Warmchuck,103-80-10500,55.66313237,-133.3931479,4348,12,0.72,0.53,,X,,Same WShed as Inside St Phillips S,X
NSE Inside,Juneau,115-10-032,S of St. James Point,Central Lynn Canal,115-10-10308,58.54665413,-135.1763101,12665,73,8.07,0.6,,X,,,X
NSE Inside,Petersburg,109-44-037,Saginaw Bay S Head,Saginaw Bay,109-44-10370,56.84967805,-134.1358896,8635,34,1.62,0.53,,,X,,X
NSE Inside,Petersburg,109-44-039,Saginaw Creek,Saginaw Bay,109-44-10390,56.844679,-134.15974,"8634, 8635",70,4.11,0.53,X,,X,Mouth is in same WShed as Saginaw Bay S Head,X
SSE,Ketchikan,101-75-076,Saks Creek,Back Behm Canal,101-75-10760,55.9501052,-131.1277897,7338,95,8.56,0.63,,X,,,X
SSE,Petersburg,106-10-004,Sal Creek,Ratz Harbor Shore,106-10-10040,55.81196691,-132.5073882,5629,23,2.1,0.5,,X,,,X
NSE Outside,Sitka,113-41-032,Salmon Lake Stream,Sitka Sound,113-41-10320,56.97683493,-135.1474711,8582,100,11.93,0.53,,,X,~50% of channels fall into other WShed but that WShed drains distantly,X
SSE,Petersburg,105-10-026,Salt Chuck Affleck,Affleck Canal/Spanish Is/Louise Cove,105-10-10260,56.2058267,-134.1152089,6076,16,1.05,0.53,,X,,,X
SSE,Ketchikan,101-45-038,Salt Chuck-George Inlet,Mountain Point to Carroll Point,101-45-10380,55.53840757,-131.4536391,4577,294,25.19,0.48,,,X,"Same WShed as Leask Creek, Salt Lagoon Right, and White River",X
NSE Inside,Petersburg,109-45-013,Salt Chuck-Security Bay,Security Bay,109-45-10130,56.78249747,-134.2996053,8423,44,0.93,0.54,,,X,Same 2nd WShed as Security Bay Creek,X
SSE,Ketchikan,103-80-046,Salt Laek Bay R Head,St Phillips/Warmchuck,103-80-10460,55.68285873,-133.3562782,4480,11,0.33,0.55,,,X,Same WShed as Salt Lake Bay Head,X
SSE,Ketchikan,101-45-042,Salt Lagoon Right,Mountain Point to Carroll Point,101-45-10420,55.52657947,-131.4399381,4577,294,25.19,0.48,,,X,"Same WShed as Leask Creek, Salt Chuck-George Inlet, and White River",X
SSE,Ketchikan,103-80-044,Salt Lake Bay Head,St Phillips/Warmchuck,103-80-10440,55.68864315,-133.3501877,4480,11,0.33,0.55,,,X,Same WShed as Salt Laek Bay R Head,X
SSE,Ketchikan,103-80-042,Salt Lake Bay N Head,St Phillips/Warmchuck,103-80-10420,55.69974376,-133.3643159,4617,7,0.31,0.55,,X,,,X
NSE Inside,Juneau,112-44-010,Saltery Bay,Saltery Bay,112-44-10100,57.770285,-135.45083,10152,118,11.7,0.49,,,X,Same WShed as Crab Bay Head,X
SSE,Ketchikan,102-60-005,Saltery Cove Creek,Kasaan Bay,102-60-10050,55.40086314,-132.315679,"4114, 4189",17,1.26,0.53,X,,X,Same WShed as S Head Saltery Cove Creek (4114),X
SSE,Ketchikan,103-25-005,Saltery Creek,Hetta Inlet/Sukkwan Strait,103-25-10050,55.19487878,-132.7938758,3029,28,1.96,0.52,,X,,,X
NSE Outside,Sitka,113-96-002,Saltery River-Stag Bay,Stag Bay,113-96-10020,57.90212192,-136.2718461,10168,86,7.94,0.43,,,X,,X
NSE Inside,Petersburg,109-62-014,Sample Creek,Tebenkof Bay,109-62-10140,56.474244,-134.03588,7462,17,1.13,0.54,,,X,"~40% of the tails of Sample Creek drainage go into another WShed, but that WShed outlets on other side of island. Same WShed as Slough Creek",X
NSE Inside,Petersburg,110-34-008,Sanborn Creek,Port Houghton,110-34-10080,57.234998,-133.186333,9968,70,4.5,0.55,,X,,,X
SSE,Ketchikan,101-15-008,Sandfly Creek,Portland Canal,101-15-10080,55.16248888,-130.1512977,NA,NA,NA,NA,NA,NA,NA,,X
SSE,Ketchikan,101-60-020,Sandpiper Creek,Rudyerd Bay,101-60-10200,55.63731829,-130.6483951,5877,329,29.48,0.56,,,X,"Same WShed as Big Goat Creek, Nooya Creek, and Valentine Creek",X
NSE Inside,Juneau,111-21-095,Sanford Cove S Head,Tracy and Endicott Arms,111-21-10950,57.67467618,-133.4805181,10781,11,0.5,0.56,,X,,,X
SSE,Petersburg,107-20-010,Santa Anna Inlet,Anan/Fools/Menefee/Deer Is/N Ernest Sd,107-20-10100,55.97532486,-131.9341957,6887,24,0.42,0.6,,X,,,X
NSE Inside,Sitka,113-53-003,Saook Bay West Head,Saook Bay,113-53-10030,57.410254,-135.21727,9577,83,8.56,0.5,,X,,,X
SSE,Ketchikan,103-90-004,Sarheen Cove,Sea Otter Sound,103-90-10040,56.05229569,-133.2542974,6042,22,1.36,0.55,,,X,,X
NSE Inside,Sitka,109-10-006,Sashin Creek,Southeast Baranof Island,109-10-10090,56.38043667,-134.6507079,6556,45,3.62,0.49,,,X,Same WShed as Lovers Cove Creek,X
NSE Inside,Juneau,115-20-052,Sawmill Creek,Berners Bay,115-20-10520,58.71843171,-134.9456125,13264,24,2.18,0.63,,X,,,X
NSE Inside,Petersburg,110-16-014,Schooner Island,Schooner Is/Big Creek/Portage Bay,110-16-10135,57.08111494,-133.8005769,9286,56,3.15,0.55,,,X,Same WShed as 1st E of Schooner Island,X
SSE,Ketchikan,101-80-060,Sea Lion Cove,Bell Island/North Behm Canal,101-80-10600,55.90176828,-131.8357753,6708,211,18.35,0.54,,,X,,X
NSE Inside,Juneau,114-32-004,Seagull Creek,Port Frederick Head,114-32-10040,58.016006,-135.56219,10772,139,15.26,0.51,,,X,Same 2nd WShed as Game Creek,X
NSE Inside,Juneau,112-46-009,Seal Bay Head,Seal Bay,112-46-10070,57.82324,-135.5949893,10245,80,7.53,0.51,,X,,Same 2nd WShed as E Side Seal Bay ,X
NSE Inside,Juneau,112-50-038,Seal Creek,Freshwater Bay,112-50-10380,57.93324306,-135.1519888,10712,34,3.4,0.58,,X,,,X
SSE,Petersburg,105-32-082,Seclusion Harbor Head,Rocky Pass/Threemile Arm/Seclusion Hbr,105-32-10820,56.55794763,-133.929152,7838,30,1.99,0.47,,,X,Same WShed as Seclusion Harbor N,X
SSE,Petersburg,105-32-080,Seclusion Harbor N,Rocky Pass/Threemile Arm/Seclusion Hbr,105-32-10800,56.56295109,-133.9195004,7838,30,1.99,0.47,,,X,Same WShed as Seclusion Harbor Head,X
NSE Inside,Petersburg,109-45-010,Security Bay Creek,Security Bay,109-45-10100,56.80580362,-134.2764144,"8447, 8423",54,1.2,0.55,X,,X,Same WShed as Salt Chuck-Security Bay (8423) and Security Bay S Side (8447),X
NSE Inside,Petersburg,109-45-016,Security Bay S Mid,Security Bay,109-45-10160,56.81733353,-134.3200449,8470,8,0.33,0.42,,,X,Same 2nd WShed as Lookout Point Creek,X
NSE Inside,Petersburg,109-45-015,Security Bay S Side,Security Bay,109-45-10150,56.81463024,-134.3041882,"8447, 8471",16,0.53,0.57,X,,X,Same 2nd WShed as Security Bay Creek (8447),X
SSE,Ketchikan,103-90-042,Shaheen Creek,Sea Otter Sound,103-90-10420,55.74686262,-133.248404,4847,61,4.41,0.51,,X,,,X
SSE,Ketchikan,103-40-009,Shelikof Creek,Tlevak Strait,103-40-10090,55.27612954,-132.9825222,3217,17,0.93,0.54,,X,,,X
SSE,Ketchikan,103-60-013,Shinaku Creek,Big Salt/Trocadero Bay,103-60-10130,55.60519836,-133.1404154,"4393, 4349",75,5.67,0.5,,X,,Same WShed as Shinaku Inlet N Side (4349) and Shinaku Inlet (4349),X
SSE,Ketchikan,103-60-009,Shinaku Inlet,Big Salt/Trocadero Bay,103-60-10090,55.60084825,-133.1787271,4349,38,2.8,0.5,,,X,Same WShed as Shinaku Creek and Shinaku Inlet N Side,X
SSE,Ketchikan,103-60-011,Shinaku Inlet N Side,Big Salt/Trocadero Bay,103-60-10110,55.6036513,-133.1668053,4349,38,2.8,0.5,,,X,Same WShed as Shinaku Creek and Shinaku Inlet ,X
SSE,Petersburg,105-43-002,Shipley Bay Lake Creek,Shipley Bay,105-43-10020,56.08980123,-133.5051262,5996,7,0.36,0.54,,X,,,X
SSE,Petersburg,105-43-006,Shipley Bay S Side,Shipley Bay,105-43-10060,56.08145652,-133.5529126,5947,14,0.96,0.52,,X,,,X
SSE,Petersburg,105-43-005,Shipley Bay SE Side,Shipley Bay,105-43-10050,56.07509826,-133.5357742,5949,22,1.47,0.49,,,X,,X
SSE,Ketchikan,101-80-084,Short Creek,Bell Island/North Behm Canal,101-80-10840,56.00376518,-131.528423,7046,113,9.57,0.58,,X,,,X
SSE,Ketchikan,102-30-043,Sick Creek,Moira Sound,102-30-10430,54.93420309,-132.215671,NA,NA,NA,NA,NA,NA,NA,,X
NSE Outside,Sitka,113-62-008,Sinitsin Cove Head,Inner Salisbury Sound,113-62-10080,57.32121777,-135.7379948,9161,14,0.9,0.5,,X,,,X
NSE Outside,Sitka,113-72-005,Sister Lake SE Head,Klag Bay,113-72-10040-2025,57.62556779,-135.9780385,9643,39,3.1,0.43,,,X,Same WShed as Rust Creek,X
NSE Inside,Sitka,113-59-007,Sitkoh Bay Head,Sitkoh Bay,113-59-10070,57.5366994,-134.9780555,9830,128,11.11,0.53,,X,,Same 2nd WShed as Sitkoh Creek,X
NSE Inside,Sitka,113-59-004,Sitkoh Creek,Sitkoh Bay,113-59-10040,57.52196136,-134.9573415,"9830, 9731",175,15.48,0.53,X,,X,Same WShed as Sitkoh Bay Head (9830),X
SSE,Ketchikan,101-55-087,Skull Creek,Smeaton Bay,101-55-10900,55.28671675,-130.8535118,4889,22,1.24,0.6,,,X,Same WShed as Red Creek,X
NSE Outside,Sitka,113-73-010,Slocum Arm Head,Slocum Arm,113-73-10100,57.44410722,-135.8131456,9470,143,11.18,0.41,,,X,Same WShed as Khaz Creek and Waterfall Cove Creek,X
NSE Inside,Juneau,111-32-099,Slocum Creek,Taku Inlet,111-32-10990,58.12395242,-134.0426968,11964,53,3.51,0.6,,X,,,X
NSE Inside,Petersburg,109-62-015,Slough Creek,Tebenkof Bay,109-62-10150,56.46088546,-134.0409231,7462,17,1.13,0.54,,,X,Same WShed as Sample Creek,X
SSE,Ketchikan,103-90-028,Slow Creek,Sea Otter Sound,103-90-10280,55.86168027,-133.1549655,5330,8,0.53,0.57,,,X,,X
SSE,Ketchikan,101-90-075,Smugglers Creek,Higgins Pt to Nose Pt/Naha/Traitors,101-90-10750,55.59658451,-131.9788805,5257,52,4.18,0.52,,,X,Same WShed as Falls Creek,X
SSE,Petersburg,107-30-070,Snake Creek Olive Cove,Zimovia Strait/Anita Bay,107-30-10700,56.17875407,-132.3284611,7468,38,3.3,0.52,,X,,,X
NSE Inside,Petersburg,110-23-019,Snug Cove-Gambier Bay,Gambier Bay,110-23-10190,57.424274,-133.97671,9964,38,1.53,0.56,,X,,,X
SSE,Ketchikan,103-40-003,Soda Bay NW Side R,Tlevak Strait,103-40-10030,55.27457158,-133.0589395,"3146, 3147",36,2.35,0.55,X,X,,Same WShed as Tlevak Creek (3146),X
SSE,Ketchikan,103-40-013,Soda Creek,Tlevak Strait,103-40-10130,55.28072104,-132.9207007,3258,28,1.61,0.54,,X,,,X
NSE Outside,Sitka,113-73-004,South Ford Arm,Slocum Arm,113-73-10040,57.56252549,-135.9136979,9597,7,0.36,0.46,,,X,"Most of creek falls into other WShed, but that Wshed drains distantly. Other channel (Ford Arm Creek) in this WShed should account for missed flow",X
SSE,Ketchikan,103-40-071,South View Cove,Tlevak Strait,103-40-10710,55.09028907,-133.0982902,2496,16,1.09,0.5,,,X,Same WShed as View Cove Head,X
SSE,Ketchikan,101-80-050,Spacious Bay R Head,Bell Island/North Behm Canal,101-80-10500,55.86492681,-131.9232758,"6399, 6348",44,3.13,0.55,X,,X,Same 2nd Wshed as Wasta Creek ,X
NSE Inside,Juneau,114-27-030,Spasski Creek,Point Sophia Area,114-27-10300,58.09514106,-135.2922606,11150,78,7.16,0.54,,X,,,X
SSE,Ketchikan,101-45-094,Spit Creek,Mountain Point to Carroll Point,101-45-10940,55.37078571,-131.363349,4673,544,48.72,0.43,,,X,Same WShed as Carroll Creek and Nigelius Creek,X
SSE,Petersburg,106-30-082,Squaw Creek,Steamer Bay/Kindergarten/Quiet Harbor,106-30-10820,56.13131334,-133.0887649,6519,14,0.92,0.55,,X,,,X
SSE,Petersburg,106-42-003,St Johns Harbor,Kah Sheets/St Johns,106-42-10030,56.43227818,-132.9694223,7949,48,3.47,0.55,,,X,,X
NSE Inside,Juneau,115-10-042,St. James Bay NW Side,Central Lynn Canal,115-10-10420,58.624498,-135.23361,"12790, 12815",146,13.88,0.58,X,,X,Same Wshed as St. James Creek (12815),X
NSE Inside,Juneau,115-10-046,St. James Creek,Central Lynn Canal,115-10-10460,58.62027432,-135.2048766,"12845, 12815",145,12.94,0.65,X,X,,Same Wshed as St. James Bay NW Side (12815),X
NSE Outside,Sitka,113-66-006,St. John Baptist Head,St John The Baptist Bay,113-66-10060,57.2841784,-135.5437245,9126,25,1.48,0.5,,X,,,X
SSE,Ketchikan,103-60-057,St. Nicholas N Side,Big Salt/Trocadero Bay,103-60-10570,55.45443911,-133.0329769,3839,7,0.24,0.55,,X,,,X
SSE,Ketchikan,103-90-030,Staney Creek,Sea Otter Sound,103-90-10310,55.818389,-133.15125,5174,186,14.25,0.5,,X,,,X
SSE,Ketchikan,101-15-011,Star Creek,Portland Canal,101-15-10110,55.23547388,-130.1015372,NA,NA,NA,NA,NA,NA,NA,,X
SSE,Ketchikan,103-60-029,Steelhead Creek,Big Salt/Trocadero Bay,103-60-10290,55.6316873,-132.9596152,4529,160,13.39,0.46,,,X,"Same WShed as Big Salt Lake N Side M, Blackbear Creek Big Salt, and Dog Salmon Creek",X
NSE Outside,Sitka,113-95-007,Steelhead River-Lisianski Inlet,Lisianski Inlet,113-95-10070,57.86509367,-136.1007272,10244,217,22.24,0.44,,,X,Same WShed as Lisianski River and Phonograph Creek,X
SSE,Ketchikan,101-90-092,Stewart Creek,Higgins Pt to Nose Pt/Naha/Traitors,101-90-10930,55.75541117,-131.8943858,5830,48,0.95,0.53,,X,,,X
SSE,Petersburg,106-20-010,Streets Creek-Rocky Bay,Rocky Bay/McHenry Anchorage,106-20-10100,56.09054617,-132.6222178,6701,23,1.6,0.49,,,X,Same 2nd WShed as Porcupine Creek,X
NSE Outside,Sitka,113-62-006,Sukoi Inlet W Side,Inner Salisbury Sound,113-62-10060,57.27915232,-135.6884175,9109,11,0.57,0.48,,X,,,X
NSE Inside,Juneau,115-31-038,Sullivan Creek,North Lynn Canal,115-31-10380,58.858363,-135.320646,13630,27,1.58,0.68,,,X,"Stream is tiny, doesn't fall into any particular watershed",X
SSE,Ketchikan,102-40-087,Sunny Creek,Cholmondeley Sound,102-40-10870,55.26431961,-132.2843199,3605,24,2.19,0.51,,X,,,X
NSE Inside,Juneau,114-27-015,Suntaheen Creek,Point Sophia Area,114-27-10150,58.06453495,-135.1075977,"11152, 11151",34,2.99,0.57,X,,X,Same 2nd WShed as Whitestone Head Creek (11151),X
NSE Inside,Petersburg,110-32-014,Surprise Creek-Windham Bay,Windham Bay,110-32-10140,57.54974813,-133.4872582,10426,25,0.99,0.57,,X,,,X
NSE Inside,Petersburg,109-30-018,Surprise Harbor East,Eliza Harbor/Herring Bay/Tyee,109-30-10190,57.03968369,-134.5658833,8937,45,3.47,0.5,,,X,Same WShed as Curtiss Creek and Tyee Head East,X
NSE Inside,Petersburg,110-17-005,SW of Pinta Rocks,Turnabout Is/Pinta Rocks,110-17-10050,57.07677507,-133.9558088,"9211, 9226",15,0.67,0.56,X,X,,,X
NSE Inside,Juneau,111-16-040,Swan Cove Creek,Swan Cove,111-16-10450,57.99440381,-134.3484787,11320,92,7.33,0.58,,,X,Same WShed as Swan Cove S Creek,X
NSE Inside,Juneau,111-16-035,Swan Cove S Creek,Swan Cove,111-16-10350,57.99190871,-134.3447727,11320,92,7.33,0.58,,,X,Same WShed as Swan Cove Creek,X
NSE Inside,Juneau,111-35-020,Sweetheart Creek,Gilbert Bay,111-35-10200,57.94379212,-133.6916013,NA,NA,NA,NA,NA,NA,NA,,X
SSE,Ketchikan,101-11-100,Swift Creek,Revilla Channel to Pearse Canal,101-11-11005,55.01157277,-130.3484416,NA,NA,NA,NA,NA,NA,NA,No assigned WShed ,X
NSE Inside,Petersburg,109-63-02C,Tavin Creek,Port Malmsbury,109-63-10025,56.32350988,-134.2097971,6558,6,0.36,0.55,,,X,Same WShed as 2nd W Joyce Creek and Gods Pocket North ,X
NSE Inside,Juneau,112-48-035,Tenakee Inlet Head,Tenakee Head,112-48-10350,57.99189,-135.89631,10585,120,13.18,0.51,,X,,,X
SSE,Ketchikan,103-90-075,Tenass Passage,Sea Otter Sound,103-90-10750,56.01830586,-133.3206203,5826,10,0.55,0.57,,,X,,X
NSE Inside,Juneau,112-17-050,Thayer Creek,Angoon to Hepburn,112-17-10500,57.57519255,-134.6287679,NA,NA,NA,NA,NA,NA,NA,,X
NSE Inside,Petersburg,109-62-031,Thetis Bay Salt Chuck,Tebenkof Bay,109-62-10310,56.38304161,-134.1872164,6836,10,0.71,0.53,,X,,,X
NSE Inside,Petersburg,109-62-030,Thetis Bay SW Head,Tebenkof Bay,109-62-10300,56.36785857,-134.1786035,6802,12,0.52,0.52,,,X,Same WShed as Wolf Creek Thetis Bay,X
NSE Inside,Juneau,111-20-020,Thistle Ledge Creek,South Glass Peninsula,111-20-10200,57.67238499,-133.6432588,10659,26,1.07,0.57,,X,,,X
SSE,Petersburg,107-30-030,Thoms Creek,Zimovia Strait/Anita Bay,107-30-10300,56.17983912,-132.14862,7516,30,2.2,0.56,,X,,,X
SSE,Ketchikan,103-40-002,Tlevak Creek,Tlevak Strait,103-40-10020,55.27571124,-133.0797221,3146,30,2.16,0.53,,,X,Same 2nd WShed as Soda Bay NW Side R,X
SSE,Ketchikan,103-90-067,Tokeen Bay N Side,Sea Otter Sound,103-90-10670,56.01944736,-133.4121427,5749,6,0.44,0.5,,X,,,X
SSE,Petersburg,107-40-047,Tom Lake Creek,Blake Channel,107-40-10470,56.20967683,-131.6803724,8069,250,21.99,0.6,,,X,Same 2nd WShed as Harding River,X
SSE,Ketchikan,101-15-019,Tombstone River,Portland Canal,101-15-10190,55.40251186,-130.0543784,NA,NA,NA,NA,NA,NA,NA,,X
SSE,Petersburg,106-41-060,Totem Bay NE Side,Sumner Strait/Pt Baker/Macnamara,106-41-10610,56.49101709,-133.3625533,7874,5,0.19,0.61,,X,,,X
SSE,Petersburg,106-41-055,Totem Creek,Sumner Strait/Pt Baker/Macnamara,106-41-10550,56.50481949,-133.4397081,"7903, 7872",68,3.83,0.61,X,X,,,X
NSE Inside,Juneau,114-40-035,Trail River,Idaho Inlet,114-40-10350,58.06500165,-136.1071792,10707,98,11.22,0.53,,X,,,X
SSE,Ketchikan,101-90-029,Traitors Cove Creek,Higgins Pt to Nose Pt/Naha/Traitors,101-90-10290,55.73290542,-131.5190877,5795,175,15.38,0.49,,,X,Same WShed as Margaret Creek,X
NSE Inside,Juneau,112-41-010,Trap Bay East,Outer Tenakee Inlet,112-41-10100,57.74410232,-135.0211633,"10279, 10278",17,1.57,0.5,X,,X,,X
SSE,Ketchikan,103-60-075,Trocadero Bay,Big Salt/Trocadero Bay,103-60-10750,55.35364547,-132.8873166,3554,88,6.69,0.5,,X,,,X
SSE,Ketchikan,103-60-073,Trocadero Bay N Side,Big Salt/Trocadero Bay,103-60-10730,55.35762679,-132.9175005,3582,7,0.4,0.53,,X,,,X
SSE,Ketchikan,103-60-071,Trocadero Bay NW Side,Big Salt/Trocadero Bay,103-60-10710,55.37049664,-132.9654598,3527,24,1.56,0.51,,,X,Same 2nd WShed as Little John Creek,X
SSE,Petersburg,105-50-001,Trout Creek-Kosciusko Island,Warren Is/Trout Creek/Cape Pole,105-50-10010,56.05064683,-133.6972605,5660,50,3.22,0.53,,X,,,X
SSE,Petersburg,106-21-005,Trout Creek-McHenry Inlet,none yet,106-21-10050,56.03542546,-132.3776391,6705,67,6.43,0.52,,X,,,X
SSE,Petersburg,105-32-004,Tunehean Creek,Rocky Pass/Threemile Arm/Seclusion Hbr,105-32-10040,56.59199945,-133.6624947,8117,114,7.54,0.56,,X,,,X
NSE Inside,Juneau,111-32-080,Turner Creek,Taku Inlet,111-32-10800,58.31556837,-133.969965,12583,151,11.22,0.63,,X,,,X
SSE,Ketchikan,102-60-072,Twelvemile Creek,Kasaan Bay,102-60-10720,55.36552868,-132.7352523,4145,224,19.67,0.48,,,X,Same WShed as Harris River,X
NSE Inside,Petersburg,110-11-003,Twelvemile Creek Fred S,Beacon Point to Cape Strait,110-11-10030,56.97826721,-133.0696918,9330,31,2.02,0.55,,X,,,X
NSE Inside,Juneau,111-31-040,Twin Point Creek,Point Arden to Midway Islands,111-31-10400,57.91338469,-134.0051961,11197,14,0.23,0.63,,,X,Same WShed as 1st S of Twin Point Creek,X
